row_key,ticker,fiscal_year,source_relative_path,source_sha256,auditor_block_sheet,auditor_block_start,auditor_block_end,auditor_block_title_location,auditor_block_title_text,opinion_heading_location,opinion_heading_text,opinion_paragraph_location,opinion_paragraph_text,opinion_evidence_kind,opinion_conflict,opinion_reject_reason,auditor_report_date_location,auditor_report_date_anchor_text,auditor_report_date_context,report_date_reject_reason,fiscal_year_end_location,fiscal_year_end_context,fiscal_year_end_all_candidates
بالبر|1402,بالبر,1402,بالبر.zip!بالبر_۱۴۰۲_۰۶_۳۱_separate_ن-۱۰_صورت‌های مالی سال مالی منتهی به ۱۴۰۲_۰۶_۳۱ (حسابرسی شده).xlsx,ad3d5b644e267b4f05312f4566476403b935fef0b8d7bea21e98ec9f7252a9bd,,,,,,,,,,,,NO_AUDITOR_BLOCK_DETECTED,,,,NO_AUDITOR_BLOCK_DETECTED,HTML_TABLE_1!R1C2,دوره منتهی به 1402/06/31,1401/06/31|1402/06/31|1403/06/31
برکت|1394,برکت,1394,بركت.zip!بركت_۱۳۹۴_۱۲_۲۹_separate_ن-۱۰_صورت‌های مالی سال مالی منتهی به ۱۳۹۴_۱۲_۲۹ (حسابرسی شده).xlsx,aca0cabfdc4b253e530746690fc0e16441b5bb9ab144879cc780d355b5bd5206,Sheet1,11,55,Sheet1!R11C17,گزارش حسابرس مستقل و بازرس قانونی,Sheet1!R29C12,اظهار نظر,Sheet1!R30C2,4. 4-به نظر این موسسه ، صورتهای مالی یاد شده در بالا ، وضعیت مالی گروه و شرکت دارویی برکت (سهامی خاص) در تاریخ 29 اسفند ماه 1394 و عملکرد مالی و جریان های نقدی گروه و شرکت را برای سال مالی منتهی به تاریخ مزبور ، از تمام جنبه های با اهمیت ، طبق استانداردهای حسابداری ، به نحو مطلوب نشان می دهد .,UNQUALIFIED_FAIR_FORMULA|HEADING_CELL,,,Sheet1!R46C20,تاریخ تهیه گزارش @ Sheet1!R46C21,25خرداد1395 ~ تاریخ تهیه گزارش ~ موسسه حسابرسی مفید راهبر || SIGNATURE:موسسه حسابرسی مفید راهبر,,Sheet1!R8C4,اطلاعات و صورتهای مالی12 ماهه منتهی به 29/12/1394 (حسابرسی شده),1393/12/29|1394/12/29
برکت|1395,برکت,1395,بركت.zip!بركت_۱۳۹۵_۱۲_۳۰_separate_ن-۱۰_صورت‌های مالی سال مالی منتهی به ۱۳۹۵_۱۲_۳۰ (حسابرسی شده).xlsx,ee9b46579e1a8da4259785671b6f5feb2d8379af56d0e83c3506f556b9e11b37,Sheet1,11,58,Sheet1!R11C17,گزارش حسابرس مستقل و بازرس قانونی,Sheet1!R29C12,اظهار نظر,Sheet1!R30C2,4. 4-به نظر این موسسه ، صورتهای مالی یاد شده در بالا ، وضعیت مالی گروه و شرکت گروه دارویی برکت (سهامی عام) در تاریخ 30 اسفند ماه 1395 و عملکرد مالی و جریان های نقدی گروه و شرکت را برای سال مالی منتهی به تاریخ مزبور ، از تمام جنبه های با اهمیت ، طبق استانداردهای حسابداری ، به نحو مطلوب نشان می دهد .,UNQUALIFIED_FAIR_FORMULA|HEADING_CELL,,,Sheet1!R49C20,تاریخ تهیه گزارش @ Sheet1!R49C21,01تیر1396 ~ تاریخ تهیه گزارش ~ موسسه حسابرسی مفید راهبر || SIGNATURE:موسسه حسابرسی مفید راهبر,,Sheet1!R8C4,اطلاعات و صورتهای مالی12 ماهه منتهی به 1395/12/30 (حسابرسی شده),1394/12/29|1395/12/30
برکت|1396,برکت,1396,بركت.zip!بركت_۱۳۹۶_۱۲_۲۹_separate_ن-۱۰_صورت‌های مالی سال مالی منتهی به ۱۳۹۶_۱۲_۲۹ (حسابرسی شده).xlsx,944851f9bf477028d36d52ed333afdad6b70087634ae97b7de09eeefdf6fc6b7,Sheet1,11,70,Sheet1!R11C17,گزارش حسابرس مستقل و بازرس قانونی,Sheet1!R29C12,اظهار نظر,Sheet1!R30C2,4. 4- به نظر این موسسه ، صورتهای مالی یاد شده در بالا ، وضعیت مالی گروه و شرکت گروه دارویی برکت (سهامی عام) در تاریخ 29 اسفند ماه 1396 و عملکرد مالی و جریان های نقدی گروه و شرکت را برای سال مالی منتهی به تاریخ مزبور ، از تمام جنبه های با اهمیت ، طبق استانداردهای حسابداری ، به نحو مطلوب نشان می دهد .,UNQUALIFIED_FAIR_FORMULA|HEADING_CELL,,,Sheet1!R61C20,تاریخ تهیه گزارش @ Sheet1!R61C21,09تیر1397 ~ تاریخ تهیه گزارش ~ موسسه حسابرسی مفید راهبر || SIGNATURE:موسسه حسابرسی مفید راهبر,,Sheet1!R8C4,اطلاعات و صورتهای مالی12 ماهه منتهی به 1396/12/29 (حسابرسی شده),1395/12/30|1396/06/31|1396/12/29
برکت|1397,برکت,1397,بركت.zip!بركت_۱۳۹۷_۱۲_۲۹_separate_ن-۱۰_صورت‌های مالی سال مالی منتهی به ۱۳۹۷_۱۲_۲۹ (حسابرسی شده).xlsx,753933ea71266aee2b315a525913896f43b1bb5ed959b0e435cd0f35d9c4dbde,Sheet1,11,84,Sheet1!R11C17,گزارش حسابرس مستقل و بازرس قانونی,Sheet1!R29C12,اظهار نظر,Sheet1!R30C2,4. 4- به نظر این موسسه ، صورتهای مالی یاد شده در بالا ، وضعیت مالی گروه و شرکت گروه دارویی برکت (سهامی عام) در تاریخ 29 اسفند ماه 1397 و عملکرد مالی و جریان های نقدی گروه و شرکت را برای سال مالی منتهی به تاریخ مزبور ، از تمام جنبه های با اهمیت ، طبق استانداردهای حسابداری ، به نحو مطلوب نشان می دهد .,UNQUALIFIED_FAIR_FORMULA|HEADING_CELL,,,Sheet1!R75C20,تاریخ تهیه گزارش @ Sheet1!R75C21,09تیر1398 ~ تاریخ تهیه گزارش ~ موسسه حسابرسی مفید راهبر || SIGNATURE:موسسه حسابرسی مفید راهبر,,Sheet1!R8C4,اطلاعات و صورتهای مالی12 ماهه منتهی به 1397/12/29 (حسابرسی شده),1396/12/29|1397/06/31|1397/12/29
برکت|1398,برکت,1398,بركت.zip!بركت_۱۳۹۸_۱۲_۲۹_separate_ن-۱۰_صورت‌های مالی سال مالی منتهی به ۱۳۹۸_۱۲_۲۹ (حسابرسی شده).xlsx,59c2496e923581bc9c1d9332bea89998103f2847fdee26008dd868ff3368c827,,,,,,,,,,,,NO_AUDITOR_BLOCK_DETECTED,,,,NO_AUDITOR_BLOCK_DETECTED,HTML_TABLE_1!R1C2,پایان عملکرد واقعی منتهی به 1398/12/29,1397/12/29|1398/12/29|1399/12/29
برکت|1399,برکت,1399,بركت.zip!بركت_۱۳۹۹_۱۲_۳۰_separate_ن-۱۰_صورت‌های مالی سال مالی منتهی به ۱۳۹۹_۱۲_۳۰ (حسابرسی شده).xlsx,cf8bdbabc6c62b23436abcdc9ecd4a1a2dcf09b5a9e6e183be7906a3fc39f9ff,,,,,,,,,,,,NO_AUDITOR_BLOCK_DETECTED,,,,NO_AUDITOR_BLOCK_DETECTED,HTML_TABLE_2!R1C3,دوره 12 ماهه منتهی به 1399/12/30,1398/12/29|1399/12/30|1400/12/29
برکت|1400,برکت,1400,بركت.zip!بركت_۱۴۰۰_۱۲_۲۹_separate_ن-۱۰_صورت‌های مالی سال مالی منتهی به ۱۴۰۰_۱۲_۲۹ (حسابرسی شده).xlsx,727c5313ee34e1ab16333a6b6ba1b9bcdc2938b445f32f5555a614b34ef5d66e,,,,,,,,,,,,NO_AUDITOR_BLOCK_DETECTED,,,,NO_AUDITOR_BLOCK_DETECTED,HTML_TABLE_2!R1C3,دوره 12 ماهه منتهی به 1400/12/29,1399/12/30|1400/12/29|1401/12/29
برکت|1401,برکت,1401,بركت.zip!بركت_۱۴۰۱_۱۲_۲۹_separate_ن-۱۰_صورت‌های مالی سال مالی منتهی به ۱۴۰۱_۱۲_۲۹ (حسابرسی شده).xlsx,1030b82b8a9cf9e84d6fefa8c4075b071e6cf435cc3e72149202d2153d1a7506,,,,,,,,,,,,NO_AUDITOR_BLOCK_DETECTED,,,,NO_AUDITOR_BLOCK_DETECTED,HTML_TABLE_2!R1C3,دوره 12 ماهه منتهی به 1401/12/29,1400/12/29|1401/12/29|1402/12/29
برکت|1402,برکت,1402,بركت.zip!بركت_۱۴۰۲_۱۲_۲۹_separate_ن-۱۰_صورت‌های مالی سال مالی منتهی به ۱۴۰۲_۱۲_۲۹ (حسابرسی شده).xlsx,8860152fb77723c40676b7464216492b5ed5ed7f1842482cef39a8501b0aacf7,,,,,,,,,,,,NO_AUDITOR_BLOCK_DETECTED,,,,NO_AUDITOR_BLOCK_DETECTED,HTML_TABLE_2!R1C3,دوره 12 ماهه منتهی به 1402/12/29,1401/12/29|1402/12/29|1403/12/30
بکاب|1393,بکاب,1393,بكاب.zip!بكاب_۱۳۹۳_۰۶_۳۱_separate_ن-۱۰_صورتهای مالی سال مالی منتهی به ۱۳۹۳_۰۶_۳۱ (حسابرسی شده).xlsx,5aa675f12087ed7c37a7fb4480e82704177a014912c8aa2d219ed40635f9b226,Sheet1,9,99,Sheet1!R9C19,گزارش حسابرس مستقل و بازرس قانونی,Sheet1!R45C14,اظهار نظر مشروط,Sheet1!R46C2,7. - به نظر این موسسه، به استثنای آثار موارد مندرج در بند6 و به استثنای آثار احتمالی موارد مندرج در بندهای 4 و 5 ، صورتهای مالی یاد شده در بالا، وضعیت مالی شرکت صنایع جوشکاب یزد (سهامی عام) در تاریخ 31 شهریور ماه 1393 و عملکرد مالی و جریانهای نقدی آن را برای سال مالی منتهی به تاریخ مزبور، از تمام جنبه های با اهمیت ، طبق استانداردهای حسابداری ، به نحو مطلوب نشان می دهد.,QUALIFIED_FAIR_WITH_EXCEPTION|HEADING_CELL,,,Sheet1!R91C23,تاریخ تهیه گزارش @ Sheet1!R91C24,20دی1393 ~ تاریخ تهیه گزارش ~ موسسه حسابرسی و خدمات مالی و مدیریت ایران مشهود || SIGNATURE:موسسه حسابرسی و خدمات مالی و مدیریت ایران مشهود,,Sheet1!R6C4,اطلاعات و صورتهای مالی12 ماهه منتهی به 31/06/1393 (حسابرسی شده),1392/06/31|1393/06/31
بکاب|1394,بکاب,1394,بكاب.zip!بكاب_۱۳۹۴_۰۶_۳۱_separate_ن-۱۰_صورت‌های مالی سال مالی منتهی به ۱۳۹۴_۰۶_۳۱ (حسابرسی شده).xlsx,f9a29f96b79d0206c982eeb6cff84a85a34db06df6e49e4308a36236cba3c19c,Sheet1,9,96,Sheet1!R9C19,گزارش حسابرس مستقل و بازرس قانونی,Sheet1!R41C14,اظهار نظر مشروط,Sheet1!R42C2,8. به نظر این موسسه، به استثنای آثار موارد مندرج در بندهای 4 و 5 و به استثنای آثار احتمالی موارد مندرج در بندهای 6 و 7 ، صورتهای مالی یاد شده در بالا، وضعیت مالی شرکت صنایع جوشکاب یزد (سهامی عام) در تاریخ 31 شهریور ماه 1394 و عملکرد مالی و جریانهای نقدی آن را برای سال مالی منتهی به تاریخ مزبور، از تمام جنبه های با اهمیت ، طبق استانداردهای حسابداری ، به نحو مطلوب نشان می دهد.,QUALIFIED_FAIR_WITH_EXCEPTION|HEADING_CELL,,,Sheet1!R88C23,تاریخ تهیه گزارش @ Sheet1!R88C24,19دی1394 ~ تاریخ تهیه گزارش ~ موسسه حسابرسی و خدمات مالی و مدیریت ایران مشهود || SIGNATURE:موسسه حسابرسی و خدمات مالی و مدیریت ایران مشهود,,Sheet1!R6C4,اطلاعات و صورتهای مالی12 ماهه منتهی به 31/06/1394 (حسابرسی شده),1393/06/31|1394/06/31
بکاب|1395,بکاب,1395,بكاب.zip!بكاب_۱۳۹۵_۰۶_۳۱_separate_ن-۱۰_صورت‌های مالی سال مالی منتهی به ۱۳۹۵_۰۶_۳۱ (حسابرسی شده).xlsx,d1704308ba08a3d77afa6b487bbd6cb2f9e9e65958993557a61fa1e051f12f23,Sheet1,11,98,Sheet1!R11C17,گزارش حسابرس مستقل و بازرس قانونی,Sheet1!R45C12,اظهار نظر مشروط,Sheet1!R46C2,9. به نظر این موسسه، به استثنای آثار موارد مندرج در بندهای 4 الی 6 و همچنین به استثنای آثار احتمالی موارد مندرج در بندهای 7و 8 ، صورتهای مالی یاد شده در بالا، وضعیت مالی شرکت صنایع جوشکاب یزد (سهامی عام) در تاریخ 31 شهریور ماه 1395 و عملکرد مالی و جریانهای نقدی آن را برای سال مالی منتهی به تاریخ مزبور، از تمام جنبه های با اهمیت ، طبق استانداردهای حسابداری ، به نحو مطلوب نشان می دهد.,QUALIFIED_FAIR_WITH_EXCEPTION|HEADING_CELL,,,Sheet1!R89C20,تاریخ تهیه گزارش @ Sheet1!R89C21,14دی1395 ~ تاریخ تهیه گزارش ~ موسسه حسابرسی آزمون پرداز ایران مشهود || SIGNATURE:موسسه حسابرسی آزمون پرداز ایران مشهود,,Sheet1!R8C4,اطلاعات و صورتهای مالی12 ماهه منتهی به 1395/06/31 (حسابرسی شده),1394/06/31|1395/06/31
