ticker,source_index,source_type,source_title,source_url,source_date_hint,retrieved_at,raw_response_sha256,snapshot_status,notes
بالبر,1,market_media,سهام بالبر - علیرضا مهرابی,https://alirezamehrabi.com/saham/electrical-machinery/kalz,,2026-06-26T10:48:55Z,,not_fetched_in_gate_a,Source identified during Gate A research; raw snapshot not captured in this pass.
بالبر,2,market_media,بالبر کابل البرز - دیتابورس,https://databourse.ir/symbol/بالبر,,2026-06-26T10:48:55Z,,not_fetched_in_gate_a,Source identified during Gate A research; raw snapshot not captured in this pass.
بالبر,3,tsetmc_api,TSETMC instrument search for بالبر (network unreachable),https://cdn.tsetmc.com/api/Instrument/GetInstrumentSearch/%D8%A8%D8%A7%D9%84%D8%A8%D8%B1,,2026-06-26T10:39:08Z,,retrieval_failed_network_unreachable,"ConnectionError: HTTPSConnectionPool(host='cdn.tsetmc.com', port=443): Max retries exceeded with url: /api/Instrument/GetInstrumentSearch/%D8%A8%D8%A7%D9%84%D8%A8%D8%B1 (Caused by ReadTimeoutError(""HTTPSConnectionPool"
بکام,1,market_media,تحلیل بنیادی بکام - انیگما,https://enigma.ir/blog/bkam-fundamental-analysis/,,2026-06-26T10:48:55Z,,not_fetched_in_gate_a,Source identified during Gate A research; raw snapshot not captured in this pass.
بکام,2,market_media,بکام - دیتابورس,https://databourse.ir/symbol/بکام,,2026-06-26T10:48:55Z,,not_fetched_in_gate_a,Source identified during Gate A research; raw snapshot not captured in this pass.
بکام,3,tsetmc_api,TSETMC instrument search for بکام (network unreachable),https://cdn.tsetmc.com/api/Instrument/GetInstrumentSearch/%D8%A8%DA%A9%D8%A7%D9%85,,2026-06-26T10:39:33Z,,retrieval_failed_network_unreachable,"ConnectionError: HTTPSConnectionPool(host='cdn.tsetmc.com', port=443): Max retries exceeded with url: /api/Instrument/GetInstrumentSearch/%D8%A8%DA%A9%D8%A7%D9%85 (Caused by ReadTimeoutError(""HTTPSConnectionPool(host="
تپمپی,1,broker_research_page,سهام تپمپی - ریسرچ آگاه,https://research.agah.com/stock/iro1pirn0001,,2026-06-26T10:48:55Z,,not_fetched_in_gate_a,Source identified during Gate A research; raw snapshot not captured in this pass.
تپمپی,2,market_media,تپمپی گروه صنایع پمپ سازی ایران - بانک بورس,https://bankbourse.ir/listofaudit/شرکت-های-بورسی/AuditBank/pomp-1172.html,,2026-06-26T10:48:55Z,,not_fetched_in_gate_a,Source identified during Gate A research; raw snapshot not captured in this pass.
تپمپی,3,tsetmc_api,TSETMC instrument search for تپمپی (network unreachable),https://cdn.tsetmc.com/api/Instrument/GetInstrumentSearch/%D8%AA%D9%BE%D9%85%D9%BE%DB%8C,,2026-06-26T10:39:44Z,,retrieval_failed_network_unreachable,"ConnectionError: HTTPSConnectionPool(host='cdn.tsetmc.com', port=443): Max retries exceeded with url: /api/Instrument/GetInstrumentSearch/%D8%AA%D9%BE%D9%85%D9%BE%DB%8C (Caused by ReadTimeoutError(""HTTPSConnectionPool"
درازک,1,market_media,سهام درازک - علیرضا مهرابی,https://alirezamehrabi.com/saham/pharmaceuticals/drzk,,2026-06-26T10:48:55Z,,not_fetched_in_gate_a,Source identified during Gate A research; raw snapshot not captured in this pass.
درازک,2,market_media,معرفی شرکت درازک - آکادمی وحید درزی,https://vahiddarzi.ir/معرفی-شرکت-درازک/,,2026-06-26T10:48:55Z,,not_fetched_in_gate_a,Source identified during Gate A research; raw snapshot not captured in this pass.
درازک,3,tsetmc_api,TSETMC instrument search for درازک (network unreachable),https://cdn.tsetmc.com/api/Instrument/GetInstrumentSearch/%D8%AF%D8%B1%D8%A7%D8%B2%DA%A9,,2026-06-26T10:41:16Z,,retrieval_failed_network_unreachable,"ConnectionError: HTTPSConnectionPool(host='cdn.tsetmc.com', port=443): Max retries exceeded with url: /api/Instrument/GetInstrumentSearch/%D8%AF%D8%B1%D8%A7%D8%B2%DA%A9 (Caused by ReadTimeoutError(""HTTPSConnectionPool"
دسینا,1,market_media,سهام دسینا - علیرضا مهرابی,https://alirezamehrabi.com/saham/pharmaceuticals/dsin,,2026-06-26T10:48:55Z,,not_fetched_in_gate_a,Source identified during Gate A research; raw snapshot not captured in this pass.
دسینا,2,market_media,دسینا لابراتوارهای سینادارو - رهاورد۳۶۵,https://rahavard365.com/asset/23/دسینا,,2026-06-26T10:48:55Z,,not_fetched_in_gate_a,Source identified during Gate A research; raw snapshot not captured in this pass.
دسینا,3,tsetmc_api,TSETMC instrument search for دسینا (network unreachable),https://cdn.tsetmc.com/api/Instrument/GetInstrumentSearch/%D8%AF%D8%B3%DB%8C%D9%86%D8%A7,,2026-06-26T10:41:31Z,,retrieval_failed_network_unreachable,"ConnectionError: HTTPSConnectionPool(host='cdn.tsetmc.com', port=443): Max retries exceeded with url: /api/Instrument/GetInstrumentSearch/%D8%AF%D8%B3%DB%8C%D9%86%D8%A7 (Caused by ReadTimeoutError(""HTTPSConnectionPool"
دشیمی,1,market_media,دشیمی شیمی داروئی داروپخش - دیتابورس,https://databourse.ir/symbol/دشیمی,,2026-06-26T10:48:55Z,,not_fetched_in_gate_a,Source identified during Gate A research; raw snapshot not captured in this pass.
دشیمی,2,market_media,دشیمی - الف بورس,https://abcbourse.ir/شیمی-دارویی-داروپخش-دشیمی/,,2026-06-26T10:48:55Z,,not_fetched_in_gate_a,Source identified during Gate A research; raw snapshot not captured in this pass.
دشیمی,3,tsetmc_api,TSETMC instrument search for دشیمی (network unreachable),https://cdn.tsetmc.com/api/Instrument/GetInstrumentSearch/%D8%AF%D8%B4%DB%8C%D9%85%DB%8C,,2026-06-26T10:41:36Z,,retrieval_failed_network_unreachable,"ConnectionError: HTTPSConnectionPool(host='cdn.tsetmc.com', port=443): Max retries exceeded with url: /api/Instrument/GetInstrumentSearch/%D8%AF%D8%B4%DB%8C%D9%85%DB%8C (Caused by ReadTimeoutError(""HTTPSConnectionPool"
بموتو,1,tsetmc_api,TSETMC instrument search for بموتو (network unreachable),https://cdn.tsetmc.com/api/Instrument/GetInstrumentSearch/%D8%A8%D9%85%D9%88%D8%AA%D9%88,,2026-06-26T10:39:23Z,,retrieval_failed_network_unreachable,"ConnectionError: HTTPSConnectionPool(host='cdn.tsetmc.com', port=443): Max retries exceeded with url: /api/Instrument/GetInstrumentSearch/%D8%A8%D9%85%D9%88%D8%AA%D9%88 (Caused by ReadTimeoutError(""HTTPSConnectionPool"
ثشرق,1,tsetmc_api,TSETMC instrument search for ثشرق (network unreachable),https://cdn.tsetmc.com/api/Instrument/GetInstrumentSearch/%D8%AB%D8%B4%D8%B1%D9%82,,2026-06-26T10:39:54Z,,retrieval_failed_network_unreachable,"ConnectionError: HTTPSConnectionPool(host='cdn.tsetmc.com', port=443): Max retries exceeded with url: /api/Instrument/GetInstrumentSearch/%D8%AB%D8%B4%D8%B1%D9%82 (Caused by ReadTimeoutError(""HTTPSConnectionPool(host="
ثنوسا,1,tsetmc_api,TSETMC instrument search for ثنوسا (network unreachable),https://cdn.tsetmc.com/api/Instrument/GetInstrumentSearch/%D8%AB%D9%86%D9%88%D8%B3%D8%A7,,2026-06-26T10:39:59Z,,retrieval_failed_network_unreachable,"ConnectionError: HTTPSConnectionPool(host='cdn.tsetmc.com', port=443): Max retries exceeded with url: /api/Instrument/GetInstrumentSearch/%D8%AB%D9%86%D9%88%D8%B3%D8%A7 (Caused by ReadTimeoutError(""HTTPSConnectionPool"
حپترو,1,tsetmc_api,TSETMC instrument search for حپترو (network unreachable),https://cdn.tsetmc.com/api/Instrument/GetInstrumentSearch/%D8%AD%D9%BE%D8%AA%D8%B1%D9%88,,2026-06-26T10:40:09Z,,retrieval_failed_network_unreachable,"ConnectionError: HTTPSConnectionPool(host='cdn.tsetmc.com', port=443): Max retries exceeded with url: /api/Instrument/GetInstrumentSearch/%D8%AD%D9%BE%D8%AA%D8%B1%D9%88 (Caused by ReadTimeoutError(""HTTPSConnectionPool"
حکشتی,1,tsetmc_api,TSETMC instrument search for حکشتی (network unreachable),https://cdn.tsetmc.com/api/Instrument/GetInstrumentSearch/%D8%AD%DA%A9%D8%B4%D8%AA%DB%8C,,2026-06-26T10:40:14Z,,retrieval_failed_network_unreachable,"ConnectionError: HTTPSConnectionPool(host='cdn.tsetmc.com', port=443): Max retries exceeded with url: /api/Instrument/GetInstrumentSearch/%D8%AD%DA%A9%D8%B4%D8%AA%DB%8C (Caused by ReadTimeoutError(""HTTPSConnectionPool"
