ticker,ticker_normalized,company_name,n_panel_rows,current_prelisting_proxy_row_count,current_first_eligible_year_proxy,screening_public_entry_date_jalali,screening_public_entry_date_gregorian,screening_event_type,screening_date_precision,screening_source_type,screening_source_title,screening_source_url,screening_source_confidence,suspected_public_entry_after_1392,estimated_eligibility_rows_changed,estimated_t_plus_1_pairs_changed,tsetmc_instrument_match_status,tsetmc_ordinary_instrument_count,tsetmc_candidate_date,multiple_ordinary_instruments,tsetmc_conflict_flag,screening_status,priority_tier,priority_rank,selection_reason,selected_for_batch02_v2
بکام,بکام,شرکت کارخانجات تولیدی شهید قندی,10,0,1393,,,,exact_day,market_media,تحلیل بنیادی بکام - انیگما,https://enigma.ir/blog/bkam-fundamental-analysis/,requires_first_public_trade_evidence,unknown,unknown,unknown,network_unreachable,,,0,0,requires_first_public_trade_evidence,E,11,no_reliable_evidence_for_public_entry,1
تپمپی,تپمپی,گروه صنایع پمپ‌سازی ایران,10,0,1393,,,,exact_day,broker_research_page,سهام تپمپی - ریسرچ آگاه,https://research.agah.com/stock/iro1pirn0001,requires_first_public_trade_evidence,unknown,unknown,unknown,network_unreachable,,,0,0,requires_first_public_trade_evidence,E,12,no_reliable_evidence_for_public_entry,1
درازک,درازک,لابراتوارهای رازک,10,0,1393,,,,exact_day,market_media,سهام درازک - علیرضا مهرابی,https://alirezamehrabi.com/saham/pharmaceuticals/drzk,requires_first_public_trade_evidence,unknown,unknown,unknown,network_unreachable,,,0,0,requires_first_public_trade_evidence,E,13,no_reliable_evidence_for_public_entry,1
دسینا,دسینا,شرکت لابراتوارهای سینا دارو,10,0,1393,,,,exact_day,market_media,سهام دسینا - علیرضا مهرابی,https://alirezamehrabi.com/saham/pharmaceuticals/dsin,requires_first_public_trade_evidence,unknown,unknown,unknown,network_unreachable,,,0,0,requires_first_public_trade_evidence,E,14,no_reliable_evidence_for_public_entry,1
دشیمی,دشیمی,شرکت شیمی دارویی داروپخش,10,0,1393,,,,exact_day,market_media,دشیمی شیمی داروئی داروپخش - دیتابورس,https://databourse.ir/symbol/دشیمی,requires_first_public_trade_evidence,unknown,unknown,unknown,network_unreachable,,,0,0,requires_first_public_trade_evidence,E,15,no_reliable_evidence_for_public_entry,1
بموتو,بموتو,موتوژن,11,0,1392,,,,unknown,,,,no_evidence,unknown,unknown,unknown,network_unreachable,,,0,0,requires_manual_review,E,16,no_reliable_evidence_for_public_entry,1
ثشرق,ثشرق,سرمایه گذاری مسکن شمال شرق,11,0,1392,,,,unknown,,,,no_evidence,unknown,unknown,unknown,network_unreachable,,,0,0,requires_manual_review,E,17,no_reliable_evidence_for_public_entry,1
ثنوسا,ثنوسا,نوسازی و ساختمان تهران,11,0,1392,,,,unknown,,,,no_evidence,unknown,unknown,unknown,network_unreachable,,,0,0,requires_manual_review,E,18,no_reliable_evidence_for_public_entry,1
حپترو,حپترو,حمل و نقل پتروشیمی,11,0,1392,,,,unknown,,,,no_evidence,unknown,unknown,unknown,network_unreachable,,,0,0,requires_manual_review,E,19,no_reliable_evidence_for_public_entry,1
حکشتی,حکشتی,کشتیرانی جمهوری اسلامی ایران,11,0,1392,,,,unknown,,,,no_evidence,unknown,unknown,unknown,network_unreachable,,,0,0,requires_manual_review,E,20,no_reliable_evidence_for_public_entry,1
