archive_edition_id,archive_year,archive_month,official_listing_url,official_download_url,edition_date_token,edition_date_token_source,edition_date_token_exact,release_date_explicitly_stated_by_official_source,release_date_evidence_artifact,release_date_evidence_locator,release_date_source,listed_release_date,listed_release_time,release_time_exact,release_date_verified,release_available_at_derivation_status,derived_release_available_at_utc,date_only_next_day_rule_applied,non_evidence_for_release_time,discovery_chain_artifact,raw_listing_sha256,retrieval_timestamp_utc,unresolved_reason
WDI_2009_10,2009,10,https://datatopics.worldbank.org/world-development-indicators/wdi-archives.html,https://databank.worldbank.org/data/download/archive/WDI_2009_10.zip,2009-10,official_listing_download_filename,False,False,,,,,,False,False,UNRESOLVED_FILENAME_DATE_TOKEN_NOT_VERIFIED_AS_RELEASE_DATE,,False,retrieval timestamp; HTTP Last-Modified header; ZIP member timestamp; workbook document properties; file-system mtime; the observation years present in the file,wb_wdi_archive_listing,100f3ad8efef9483206306115876f972e1a117b8af1863a0e5ae27ffe8defd8e,2026-08-03T10:35:03Z,the official listing states year and month only for this edition; a month is not a release date
WDI_2010_04,2010,04,https://datatopics.worldbank.org/world-development-indicators/wdi-archives.html,https://databank.worldbank.org/data/download/archive/WDI_2010_04.zip,2010-04,official_listing_download_filename,False,False,,,,,,False,False,UNRESOLVED_FILENAME_DATE_TOKEN_NOT_VERIFIED_AS_RELEASE_DATE,,False,retrieval timestamp; HTTP Last-Modified header; ZIP member timestamp; workbook document properties; file-system mtime; the observation years present in the file,wb_wdi_archive_listing,100f3ad8efef9483206306115876f972e1a117b8af1863a0e5ae27ffe8defd8e,2026-08-03T10:35:03Z,the official listing states year and month only for this edition; a month is not a release date
WDI_2012_12,2012,12,https://datatopics.worldbank.org/world-development-indicators/wdi-archives.html,https://databank.worldbank.org/data/download/archive/WDI_excel_2012_12.zip,2012-12,official_listing_download_filename,False,False,,,,,,False,False,UNRESOLVED_FILENAME_DATE_TOKEN_NOT_VERIFIED_AS_RELEASE_DATE,,False,retrieval timestamp; HTTP Last-Modified header; ZIP member timestamp; workbook document properties; file-system mtime; the observation years present in the file,wb_wdi_archive_listing,100f3ad8efef9483206306115876f972e1a117b8af1863a0e5ae27ffe8defd8e,2026-08-03T10:35:03Z,the official listing states year and month only for this edition; a month is not a release date
WDI_2013_04,2013,04,https://datatopics.worldbank.org/world-development-indicators/wdi-archives.html,https://databank.worldbank.org/data/download/archive/WDI_excel_2013_04.zip,2013-04,official_listing_download_filename,False,False,,,,,,False,False,UNRESOLVED_FILENAME_DATE_TOKEN_NOT_VERIFIED_AS_RELEASE_DATE,,False,retrieval timestamp; HTTP Last-Modified header; ZIP member timestamp; workbook document properties; file-system mtime; the observation years present in the file,wb_wdi_archive_listing,100f3ad8efef9483206306115876f972e1a117b8af1863a0e5ae27ffe8defd8e,2026-08-03T10:35:03Z,the official listing states year and month only for this edition; a month is not a release date
WDI_2013_07,2013,07,https://datatopics.worldbank.org/world-development-indicators/wdi-archives.html,https://databank.worldbank.org/data/download/archive/WDI_excel_2013_07.zip,2013-07,official_listing_download_filename,False,False,,,,,,False,False,UNRESOLVED_FILENAME_DATE_TOKEN_NOT_VERIFIED_AS_RELEASE_DATE,,False,retrieval timestamp; HTTP Last-Modified header; ZIP member timestamp; workbook document properties; file-system mtime; the observation years present in the file,wb_wdi_archive_listing,100f3ad8efef9483206306115876f972e1a117b8af1863a0e5ae27ffe8defd8e,2026-08-03T10:35:03Z,the official listing states year and month only for this edition; a month is not a release date
WDI_2013_10,2013,10,https://datatopics.worldbank.org/world-development-indicators/wdi-archives.html,https://databank.worldbank.org/data/download/archive/WDI_excel_2013_10.zip,2013-10,official_listing_download_filename,False,False,,,,,,False,False,UNRESOLVED_FILENAME_DATE_TOKEN_NOT_VERIFIED_AS_RELEASE_DATE,,False,retrieval timestamp; HTTP Last-Modified header; ZIP member timestamp; workbook document properties; file-system mtime; the observation years present in the file,wb_wdi_archive_listing,100f3ad8efef9483206306115876f972e1a117b8af1863a0e5ae27ffe8defd8e,2026-08-03T10:35:03Z,the official listing states year and month only for this edition; a month is not a release date
WDI_2013_12,2013,12,https://datatopics.worldbank.org/world-development-indicators/wdi-archives.html,https://databank.worldbank.org/data/download/archive/WDI_excel_2013_12.zip,2013-12,official_listing_download_filename,False,False,,,,,,False,False,UNRESOLVED_FILENAME_DATE_TOKEN_NOT_VERIFIED_AS_RELEASE_DATE,,False,retrieval timestamp; HTTP Last-Modified header; ZIP member timestamp; workbook document properties; file-system mtime; the observation years present in the file,wb_wdi_archive_listing,100f3ad8efef9483206306115876f972e1a117b8af1863a0e5ae27ffe8defd8e,2026-08-03T10:35:03Z,the official listing states year and month only for this edition; a month is not a release date
WDI_2014_04,2014,04,https://datatopics.worldbank.org/world-development-indicators/wdi-archives.html,https://databank.worldbank.org/data/download/archive/WDI_excel_2014_04.zip,2014-04,official_listing_download_filename,False,False,,,,,,False,False,UNRESOLVED_FILENAME_DATE_TOKEN_NOT_VERIFIED_AS_RELEASE_DATE,,False,retrieval timestamp; HTTP Last-Modified header; ZIP member timestamp; workbook document properties; file-system mtime; the observation years present in the file,wb_wdi_archive_listing,100f3ad8efef9483206306115876f972e1a117b8af1863a0e5ae27ffe8defd8e,2026-08-03T10:35:03Z,the official listing states year and month only for this edition; a month is not a release date
WDI_2014_05,2014,05,https://datatopics.worldbank.org/world-development-indicators/wdi-archives.html,https://databank.worldbank.org/data/download/archive/WDI_excel_2014_05.zip,2014-05,official_listing_download_filename,False,False,,,,,,False,False,UNRESOLVED_FILENAME_DATE_TOKEN_NOT_VERIFIED_AS_RELEASE_DATE,,False,retrieval timestamp; HTTP Last-Modified header; ZIP member timestamp; workbook document properties; file-system mtime; the observation years present in the file,wb_wdi_archive_listing,100f3ad8efef9483206306115876f972e1a117b8af1863a0e5ae27ffe8defd8e,2026-08-03T10:35:03Z,the official listing states year and month only for this edition; a month is not a release date
WDI_2014_07,2014,07,https://datatopics.worldbank.org/world-development-indicators/wdi-archives.html,https://databank.worldbank.org/data/download/archive/WDI_excel_2014_07.zip,2014-07,official_listing_download_filename,False,False,,,,,,False,False,UNRESOLVED_FILENAME_DATE_TOKEN_NOT_VERIFIED_AS_RELEASE_DATE,,False,retrieval timestamp; HTTP Last-Modified header; ZIP member timestamp; workbook document properties; file-system mtime; the observation years present in the file,wb_wdi_archive_listing,100f3ad8efef9483206306115876f972e1a117b8af1863a0e5ae27ffe8defd8e,2026-08-03T10:35:03Z,the official listing states year and month only for this edition; a month is not a release date
WDI_2014_09,2014,09,https://datatopics.worldbank.org/world-development-indicators/wdi-archives.html,https://databank.worldbank.org/data/download/archive/WDI_excel_2014_09.zip,2014-09,official_listing_download_filename,False,False,,,,,,False,False,UNRESOLVED_FILENAME_DATE_TOKEN_NOT_VERIFIED_AS_RELEASE_DATE,,False,retrieval timestamp; HTTP Last-Modified header; ZIP member timestamp; workbook document properties; file-system mtime; the observation years present in the file,wb_wdi_archive_listing,100f3ad8efef9483206306115876f972e1a117b8af1863a0e5ae27ffe8defd8e,2026-08-03T10:35:03Z,the official listing states year and month only for this edition; a month is not a release date
WDI_2014_11,2014,11,https://datatopics.worldbank.org/world-development-indicators/wdi-archives.html,https://databank.worldbank.org/data/download/archive/WDI_excel_2014_11.zip,2014-11,official_listing_download_filename,False,False,,,,,,False,False,UNRESOLVED_FILENAME_DATE_TOKEN_NOT_VERIFIED_AS_RELEASE_DATE,,False,retrieval timestamp; HTTP Last-Modified header; ZIP member timestamp; workbook document properties; file-system mtime; the observation years present in the file,wb_wdi_archive_listing,100f3ad8efef9483206306115876f972e1a117b8af1863a0e5ae27ffe8defd8e,2026-08-03T10:35:03Z,the official listing states year and month only for this edition; a month is not a release date
WDI_2014_12,2014,12,https://datatopics.worldbank.org/world-development-indicators/wdi-archives.html,https://databank.worldbank.org/data/download/archive/WDI_excel_2014_12.zip,2014-12,official_listing_download_filename,False,False,,,,,,False,False,UNRESOLVED_FILENAME_DATE_TOKEN_NOT_VERIFIED_AS_RELEASE_DATE,,False,retrieval timestamp; HTTP Last-Modified header; ZIP member timestamp; workbook document properties; file-system mtime; the observation years present in the file,wb_wdi_archive_listing,100f3ad8efef9483206306115876f972e1a117b8af1863a0e5ae27ffe8defd8e,2026-08-03T10:35:03Z,the official listing states year and month only for this edition; a month is not a release date
WDI_2015_01,2015,01,https://datatopics.worldbank.org/world-development-indicators/wdi-archives.html,https://databank.worldbank.org/data/download/archive/WDI_excel_2015_01.zip,2015-01,official_listing_download_filename,False,False,,,,,,False,False,UNRESOLVED_FILENAME_DATE_TOKEN_NOT_VERIFIED_AS_RELEASE_DATE,,False,retrieval timestamp; HTTP Last-Modified header; ZIP member timestamp; workbook document properties; file-system mtime; the observation years present in the file,wb_wdi_archive_listing,100f3ad8efef9483206306115876f972e1a117b8af1863a0e5ae27ffe8defd8e,2026-08-03T10:35:03Z,the official listing states year and month only for this edition; a month is not a release date
WDI_2015_03,2015,03,https://datatopics.worldbank.org/world-development-indicators/wdi-archives.html,https://databank.worldbank.org/data/download/archive/WDI_excel_2015_03.zip,2015-03,official_listing_download_filename,False,False,,,,,,False,False,UNRESOLVED_FILENAME_DATE_TOKEN_NOT_VERIFIED_AS_RELEASE_DATE,,False,retrieval timestamp; HTTP Last-Modified header; ZIP member timestamp; workbook document properties; file-system mtime; the observation years present in the file,wb_wdi_archive_listing,100f3ad8efef9483206306115876f972e1a117b8af1863a0e5ae27ffe8defd8e,2026-08-03T10:35:03Z,the official listing states year and month only for this edition; a month is not a release date
WDI_2015_04,2015,04,https://datatopics.worldbank.org/world-development-indicators/wdi-archives.html,https://databank.worldbank.org/data/download/archive/WDI_excel_2015_04.zip,2015-04,official_listing_download_filename,False,False,,,,,,False,False,UNRESOLVED_FILENAME_DATE_TOKEN_NOT_VERIFIED_AS_RELEASE_DATE,,False,retrieval timestamp; HTTP Last-Modified header; ZIP member timestamp; workbook document properties; file-system mtime; the observation years present in the file,wb_wdi_archive_listing,100f3ad8efef9483206306115876f972e1a117b8af1863a0e5ae27ffe8defd8e,2026-08-03T10:35:03Z,the official listing states year and month only for this edition; a month is not a release date
WDI_2015_07,2015,07,https://datatopics.worldbank.org/world-development-indicators/wdi-archives.html,https://databank.worldbank.org/data/download/archive/WDI_excel_2015_07.zip,2015-07,official_listing_download_filename,False,False,,,,,,False,False,UNRESOLVED_FILENAME_DATE_TOKEN_NOT_VERIFIED_AS_RELEASE_DATE,,False,retrieval timestamp; HTTP Last-Modified header; ZIP member timestamp; workbook document properties; file-system mtime; the observation years present in the file,wb_wdi_archive_listing,100f3ad8efef9483206306115876f972e1a117b8af1863a0e5ae27ffe8defd8e,2026-08-03T10:35:03Z,the official listing states year and month only for this edition; a month is not a release date
WDI_2015_09,2015,09,https://datatopics.worldbank.org/world-development-indicators/wdi-archives.html,https://databank.worldbank.org/data/download/archive/WDI_excel_2015_09.zip,2015-09,official_listing_download_filename,False,False,,,,,,False,False,UNRESOLVED_FILENAME_DATE_TOKEN_NOT_VERIFIED_AS_RELEASE_DATE,,False,retrieval timestamp; HTTP Last-Modified header; ZIP member timestamp; workbook document properties; file-system mtime; the observation years present in the file,wb_wdi_archive_listing,100f3ad8efef9483206306115876f972e1a117b8af1863a0e5ae27ffe8defd8e,2026-08-03T10:35:03Z,the official listing states year and month only for this edition; a month is not a release date
WDI_2015_10,2015,10,https://datatopics.worldbank.org/world-development-indicators/wdi-archives.html,https://databank.worldbank.org/data/download/archive/WDI_excel_2015_10.zip,2015-10,official_listing_download_filename,False,False,,,,,,False,False,UNRESOLVED_FILENAME_DATE_TOKEN_NOT_VERIFIED_AS_RELEASE_DATE,,False,retrieval timestamp; HTTP Last-Modified header; ZIP member timestamp; workbook document properties; file-system mtime; the observation years present in the file,wb_wdi_archive_listing,100f3ad8efef9483206306115876f972e1a117b8af1863a0e5ae27ffe8defd8e,2026-08-03T10:35:03Z,the official listing states year and month only for this edition; a month is not a release date
WDI_2015_12,2015,12,https://datatopics.worldbank.org/world-development-indicators/wdi-archives.html,https://databank.worldbank.org/data/download/archive/WDI_excel_2015_12.zip,2015-12,official_listing_download_filename,False,False,,,,,,False,False,UNRESOLVED_FILENAME_DATE_TOKEN_NOT_VERIFIED_AS_RELEASE_DATE,,False,retrieval timestamp; HTTP Last-Modified header; ZIP member timestamp; workbook document properties; file-system mtime; the observation years present in the file,wb_wdi_archive_listing,100f3ad8efef9483206306115876f972e1a117b8af1863a0e5ae27ffe8defd8e,2026-08-03T10:35:03Z,the official listing states year and month only for this edition; a month is not a release date
WDI_2016_02,2016,02,https://datatopics.worldbank.org/world-development-indicators/wdi-archives.html,https://databank.worldbank.org/data/download/archive/WDI_excel_2016_02.zip,2016-02,official_listing_download_filename,False,False,,,,,,False,False,UNRESOLVED_FILENAME_DATE_TOKEN_NOT_VERIFIED_AS_RELEASE_DATE,,False,retrieval timestamp; HTTP Last-Modified header; ZIP member timestamp; workbook document properties; file-system mtime; the observation years present in the file,wb_wdi_archive_listing,100f3ad8efef9483206306115876f972e1a117b8af1863a0e5ae27ffe8defd8e,2026-08-03T10:35:03Z,the official listing states year and month only for this edition; a month is not a release date
WDI_2016_04,2016,04,https://datatopics.worldbank.org/world-development-indicators/wdi-archives.html,https://databank.worldbank.org/data/download/archive/WDI_excel_2016_04.zip,2016-04,official_listing_download_filename,False,False,,,,,,False,False,UNRESOLVED_FILENAME_DATE_TOKEN_NOT_VERIFIED_AS_RELEASE_DATE,,False,retrieval timestamp; HTTP Last-Modified header; ZIP member timestamp; workbook document properties; file-system mtime; the observation years present in the file,wb_wdi_archive_listing,100f3ad8efef9483206306115876f972e1a117b8af1863a0e5ae27ffe8defd8e,2026-08-03T10:35:03Z,the official listing states year and month only for this edition; a month is not a release date
WDI_2016_06,2016,06,https://datatopics.worldbank.org/world-development-indicators/wdi-archives.html,https://databank.worldbank.org/data/download/archive/WDI_excel_2016_06.zip,2016-06,official_listing_download_filename,False,False,,,,,,False,False,UNRESOLVED_FILENAME_DATE_TOKEN_NOT_VERIFIED_AS_RELEASE_DATE,,False,retrieval timestamp; HTTP Last-Modified header; ZIP member timestamp; workbook document properties; file-system mtime; the observation years present in the file,wb_wdi_archive_listing,100f3ad8efef9483206306115876f972e1a117b8af1863a0e5ae27ffe8defd8e,2026-08-03T10:35:03Z,the official listing states year and month only for this edition; a month is not a release date
WDI_2016_07,2016,07,https://datatopics.worldbank.org/world-development-indicators/wdi-archives.html,https://databank.worldbank.org/data/download/archive/WDI_excel_2016_07.zip,2016-07,official_listing_download_filename,False,False,,,,,,False,False,UNRESOLVED_FILENAME_DATE_TOKEN_NOT_VERIFIED_AS_RELEASE_DATE,,False,retrieval timestamp; HTTP Last-Modified header; ZIP member timestamp; workbook document properties; file-system mtime; the observation years present in the file,wb_wdi_archive_listing,100f3ad8efef9483206306115876f972e1a117b8af1863a0e5ae27ffe8defd8e,2026-08-03T10:35:03Z,the official listing states year and month only for this edition; a month is not a release date
WDI_2016_08,2016,08,https://datatopics.worldbank.org/world-development-indicators/wdi-archives.html,https://databank.worldbank.org/data/download/archive/WDI_excel_2016_08.zip,2016-08,official_listing_download_filename,False,False,,,,,,False,False,UNRESOLVED_FILENAME_DATE_TOKEN_NOT_VERIFIED_AS_RELEASE_DATE,,False,retrieval timestamp; HTTP Last-Modified header; ZIP member timestamp; workbook document properties; file-system mtime; the observation years present in the file,wb_wdi_archive_listing,100f3ad8efef9483206306115876f972e1a117b8af1863a0e5ae27ffe8defd8e,2026-08-03T10:35:03Z,the official listing states year and month only for this edition; a month is not a release date
WDI_2016_10,2016,10,https://datatopics.worldbank.org/world-development-indicators/wdi-archives.html,https://databank.worldbank.org/data/download/archive/WDI_excel_2016_10.zip,2016-10,official_listing_download_filename,False,False,,,,,,False,False,UNRESOLVED_FILENAME_DATE_TOKEN_NOT_VERIFIED_AS_RELEASE_DATE,,False,retrieval timestamp; HTTP Last-Modified header; ZIP member timestamp; workbook document properties; file-system mtime; the observation years present in the file,wb_wdi_archive_listing,100f3ad8efef9483206306115876f972e1a117b8af1863a0e5ae27ffe8defd8e,2026-08-03T10:35:03Z,the official listing states year and month only for this edition; a month is not a release date
WDI_2016_11,2016,11,https://datatopics.worldbank.org/world-development-indicators/wdi-archives.html,https://databank.worldbank.org/data/download/archive/WDI_excel_2016_11.zip,2016-11,official_listing_download_filename,False,False,,,,,,False,False,UNRESOLVED_FILENAME_DATE_TOKEN_NOT_VERIFIED_AS_RELEASE_DATE,,False,retrieval timestamp; HTTP Last-Modified header; ZIP member timestamp; workbook document properties; file-system mtime; the observation years present in the file,wb_wdi_archive_listing,100f3ad8efef9483206306115876f972e1a117b8af1863a0e5ae27ffe8defd8e,2026-08-03T10:35:03Z,the official listing states year and month only for this edition; a month is not a release date
WDI_2016_12,2016,12,https://datatopics.worldbank.org/world-development-indicators/wdi-archives.html,https://databank.worldbank.org/data/download/archive/WDI_excel_2016_12.zip,2016-12,official_listing_download_filename,False,False,,,,,,False,False,UNRESOLVED_FILENAME_DATE_TOKEN_NOT_VERIFIED_AS_RELEASE_DATE,,False,retrieval timestamp; HTTP Last-Modified header; ZIP member timestamp; workbook document properties; file-system mtime; the observation years present in the file,wb_wdi_archive_listing,100f3ad8efef9483206306115876f972e1a117b8af1863a0e5ae27ffe8defd8e,2026-08-03T10:35:03Z,the official listing states year and month only for this edition; a month is not a release date
WDI_2017_03,2017,03,https://datatopics.worldbank.org/world-development-indicators/wdi-archives.html,https://databank.worldbank.org/data/download/archive/WDI_excel_2017_03.zip,2017-03,official_listing_download_filename,False,False,,,,,,False,False,UNRESOLVED_FILENAME_DATE_TOKEN_NOT_VERIFIED_AS_RELEASE_DATE,,False,retrieval timestamp; HTTP Last-Modified header; ZIP member timestamp; workbook document properties; file-system mtime; the observation years present in the file,wb_wdi_archive_listing,100f3ad8efef9483206306115876f972e1a117b8af1863a0e5ae27ffe8defd8e,2026-08-03T10:35:03Z,the official listing states year and month only for this edition; a month is not a release date
WDI_2017_04,2017,04,https://datatopics.worldbank.org/world-development-indicators/wdi-archives.html,https://databank.worldbank.org/data/download/archive/WDI_excel_2017_04.zip,2017-04,official_listing_download_filename,False,False,,,,,,False,False,UNRESOLVED_FILENAME_DATE_TOKEN_NOT_VERIFIED_AS_RELEASE_DATE,,False,retrieval timestamp; HTTP Last-Modified header; ZIP member timestamp; workbook document properties; file-system mtime; the observation years present in the file,wb_wdi_archive_listing,100f3ad8efef9483206306115876f972e1a117b8af1863a0e5ae27ffe8defd8e,2026-08-03T10:35:03Z,the official listing states year and month only for this edition; a month is not a release date
WDI_2017_05,2017,05,https://datatopics.worldbank.org/world-development-indicators/wdi-archives.html,https://databank.worldbank.org/data/download/archive/WDI_excel_2017_05.zip,2017-05,official_listing_download_filename,False,False,,,,,,False,False,UNRESOLVED_FILENAME_DATE_TOKEN_NOT_VERIFIED_AS_RELEASE_DATE,,False,retrieval timestamp; HTTP Last-Modified header; ZIP member timestamp; workbook document properties; file-system mtime; the observation years present in the file,wb_wdi_archive_listing,100f3ad8efef9483206306115876f972e1a117b8af1863a0e5ae27ffe8defd8e,2026-08-03T10:35:03Z,the official listing states year and month only for this edition; a month is not a release date
WDI_2017_06,2017,06,https://datatopics.worldbank.org/world-development-indicators/wdi-archives.html,https://databank.worldbank.org/data/download/archive/WDI_excel_2017_06.zip,2017-06,official_listing_download_filename,False,False,,,,,,False,False,UNRESOLVED_FILENAME_DATE_TOKEN_NOT_VERIFIED_AS_RELEASE_DATE,,False,retrieval timestamp; HTTP Last-Modified header; ZIP member timestamp; workbook document properties; file-system mtime; the observation years present in the file,wb_wdi_archive_listing,100f3ad8efef9483206306115876f972e1a117b8af1863a0e5ae27ffe8defd8e,2026-08-03T10:35:03Z,the official listing states year and month only for this edition; a month is not a release date
WDI_2017_07,2017,07,https://datatopics.worldbank.org/world-development-indicators/wdi-archives.html,https://databank.worldbank.org/data/download/archive/WDI_excel_2017_07.zip,2017-07,official_listing_download_filename,False,False,,,,,,False,False,UNRESOLVED_FILENAME_DATE_TOKEN_NOT_VERIFIED_AS_RELEASE_DATE,,False,retrieval timestamp; HTTP Last-Modified header; ZIP member timestamp; workbook document properties; file-system mtime; the observation years present in the file,wb_wdi_archive_listing,100f3ad8efef9483206306115876f972e1a117b8af1863a0e5ae27ffe8defd8e,2026-08-03T10:35:03Z,the official listing states year and month only for this edition; a month is not a release date
WDI_2017_08,2017,08,https://datatopics.worldbank.org/world-development-indicators/wdi-archives.html,https://databank.worldbank.org/data/download/archive/WDI_excel_2017_08.zip,2017-08,official_listing_download_filename,False,False,,,,,,False,False,UNRESOLVED_FILENAME_DATE_TOKEN_NOT_VERIFIED_AS_RELEASE_DATE,,False,retrieval timestamp; HTTP Last-Modified header; ZIP member timestamp; workbook document properties; file-system mtime; the observation years present in the file,wb_wdi_archive_listing,100f3ad8efef9483206306115876f972e1a117b8af1863a0e5ae27ffe8defd8e,2026-08-03T10:35:03Z,the official listing states year and month only for this edition; a month is not a release date
