object_id,role,request_url,attempt_number,status_code,final_url,redirect_chain_json,response_headers_json,content_type,content_encoding,byte_length,sha256,raw_body_filename,capture_result,error_text,retrieval_timestamp_utc
wdi_archive_WDI_2018_07_27,required_wdi_archive_edition,https://databank.worldbank.org/data/download/archive/WDI_excel_2018_07_27.zip,1,200,https://databankfiles.worldbank.org/public/ddpext_download/archive/WDI_excel_2018_07_27.zip,"[{""from_url"": ""https://databank.worldbank.org/data/download/archive/WDI_excel_2018_07_27.zip"", ""status"": 301, ""to_url"": ""https://databankfiles.worldbank.org/public/ddpext_download/archive/WDI_excel_2018_07_27.zip""}]","{""Accept-Ranges"": ""bytes"", ""Cache-Control"": ""public, max-age=3600"", ""Connection"": ""close"", ""Content-Length"": ""67238622"", ""Content-Type"": ""application/x-zip-compressed"", ""Date"": ""Mon, 03 Aug 2026 10:51:04 GMT"", ""ETag"": ""0x8DAFF0909DAFC84"", ""Last-Modified"": ""Wed, 25 Jan 2023 19:19:11 GMT"", ""X-Cache"": ""TCP_MISS"", ""x-azure-ref"": ""20260803T105103Z-1766bb6c7bdknbkfhC1AMSx46g00000003pg00000000w6e4"", ""x-fd-int-roxy-purgeid"": ""0"", ""x-ms-blob-type"": ""BlockBlob"", ""x-ms-lease-status"": ""unlocked"", ""x-ms-request-id"": ""b872fb84-201e-0065-7535-23852b000000"", ""x-ms-version"": ""2009-09-19""}",application/x-zip-compressed,,67238622,4a46abe6242d322733bc4be5e3023b8004643e73ab260525a00eace751063463,4a46abe6242d3227__WDI_excel_2018_07_27.zip.attempt1,SUCCESS,,2026-08-03T10:51:29Z
wdi_archive_WDI_2018_10_18,required_wdi_archive_edition,https://databank.worldbank.org/data/download/archive/WDI_excel_2018_10_18.zip,1,200,https://databankfiles.worldbank.org/public/ddpext_download/archive/WDI_excel_2018_10_18.zip,"[{""from_url"": ""https://databank.worldbank.org/data/download/archive/WDI_excel_2018_10_18.zip"", ""status"": 301, ""to_url"": ""https://databankfiles.worldbank.org/public/ddpext_download/archive/WDI_excel_2018_10_18.zip""}]","{""Accept-Ranges"": ""bytes"", ""Cache-Control"": ""public, max-age=3600"", ""Connection"": ""close"", ""Content-Length"": ""67900918"", ""Content-Type"": ""application/x-zip-compressed"", ""Date"": ""Mon, 03 Aug 2026 10:51:31 GMT"", ""ETag"": ""0x8DAFF091493DE68"", ""Last-Modified"": ""Wed, 25 Jan 2023 19:19:29 GMT"", ""X-Cache"": ""TCP_MISS"", ""x-azure-ref"": ""20260803T105131Z-17f685f4bccjq6p7hC1ROMd1sc000000096g000000000htw"", ""x-fd-int-roxy-purgeid"": ""0"", ""x-ms-blob-type"": ""BlockBlob"", ""x-ms-lease-status"": ""unlocked"", ""x-ms-request-id"": ""ba4a2cbb-601e-004b-0436-23d73c000000"", ""x-ms-version"": ""2009-09-19""}",application/x-zip-compressed,,67900918,f1efbbc719ca7e770958514e1d661e8a26e702b48b9d31cf749b1a87d69b5b8f,f1efbbc719ca7e77__WDI_excel_2018_10_18.zip.attempt1,SUCCESS,,2026-08-03T10:51:55Z
wdi_archive_WDI_2018_11_14,required_wdi_archive_edition,https://databank.worldbank.org/data/download/archive/WDI_excel_2018_11_14.zip,1,200,https://databankfiles.worldbank.org/public/ddpext_download/archive/WDI_excel_2018_11_14.zip,"[{""from_url"": ""https://databank.worldbank.org/data/download/archive/WDI_excel_2018_11_14.zip"", ""status"": 301, ""to_url"": ""https://databankfiles.worldbank.org/public/ddpext_download/archive/WDI_excel_2018_11_14.zip""}]","{""Accept-Ranges"": ""bytes"", ""Cache-Control"": ""public, max-age=3600"", ""Connection"": ""close"", ""Content-Length"": ""68997371"", ""Content-Type"": ""application/x-zip-compressed"", ""Date"": ""Mon, 03 Aug 2026 10:51:56 GMT"", ""ETag"": ""0x8DAFF09148B060A"", ""Last-Modified"": ""Wed, 25 Jan 2023 19:19:29 GMT"", ""X-Cache"": ""TCP_MISS"", ""x-azure-ref"": ""20260803T105156Z-r1b5646796cw4rb2hC1MSPafbc000000066g000000006mr0"", ""x-fd-int-roxy-purgeid"": ""0"", ""x-ms-blob-type"": ""BlockBlob"", ""x-ms-lease-status"": ""unlocked"", ""x-ms-request-id"": ""8c093238-701e-0035-2b36-23477b000000"", ""x-ms-version"": ""2009-09-19""}",application/x-zip-compressed,,68997371,37043431fb5f2a296f33dec9dd23c2a3c2afa48dfe2569e905a2f9bad753c08d,37043431fb5f2a29__WDI_excel_2018_11_14.zip.attempt1,SUCCESS,,2026-08-03T10:52:26Z
wdi_archive_WDI_2019_03_21,required_wdi_archive_edition,https://databank.worldbank.org/data/download/archive/WDI_excel_2019_03_21.zip,1,200,https://databankfiles.worldbank.org/public/ddpext_download/archive/WDI_excel_2019_03_21.zip,"[{""from_url"": ""https://databank.worldbank.org/data/download/archive/WDI_excel_2019_03_21.zip"", ""status"": 301, ""to_url"": ""https://databankfiles.worldbank.org/public/ddpext_download/archive/WDI_excel_2019_03_21.zip""}]","{""Accept-Ranges"": ""bytes"", ""Cache-Control"": ""public, max-age=3600"", ""Connection"": ""close"", ""Content-Length"": ""67859088"", ""Content-Type"": ""application/x-zip-compressed"", ""Date"": ""Mon, 03 Aug 2026 10:52:28 GMT"", ""ETag"": ""0x8DAFF0921C94AE0"", ""Last-Modified"": ""Wed, 25 Jan 2023 19:19:51 GMT"", ""X-Cache"": ""TCP_MISS"", ""x-azure-ref"": ""20260803T105227Z-1766bb6c7bd9xskxhC1AMSgyss00000003gg00000000s34c"", ""x-fd-int-roxy-purgeid"": ""0"", ""x-ms-blob-type"": ""BlockBlob"", ""x-ms-lease-status"": ""unlocked"", ""x-ms-request-id"": ""d53a14ec-801e-0031-7b36-23ca7c000000"", ""x-ms-version"": ""2009-09-19""}",application/x-zip-compressed,,67859088,3725227a85ac0f16e76de7906b0d1369b179d3c052f3fa01a780770b12a36405,3725227a85ac0f16__WDI_excel_2019_03_21.zip.attempt1,SUCCESS,,2026-08-03T10:52:55Z
wdi_archive_WDI_2019_04_24,required_wdi_archive_edition,https://databank.worldbank.org/data/download/archive/WDI_excel_2019_04_24.zip,1,200,https://databankfiles.worldbank.org/public/ddpext_download/archive/WDI_excel_2019_04_24.zip,"[{""from_url"": ""https://databank.worldbank.org/data/download/archive/WDI_excel_2019_04_24.zip"", ""status"": 301, ""to_url"": ""https://databankfiles.worldbank.org/public/ddpext_download/archive/WDI_excel_2019_04_24.zip""}]","{""Accept-Ranges"": ""bytes"", ""Cache-Control"": ""public, max-age=3600"", ""Connection"": ""close"", ""Content-Length"": ""68648651"", ""Content-Type"": ""application/x-zip-compressed"", ""Date"": ""Mon, 03 Aug 2026 10:52:56 GMT"", ""ETag"": ""0x8DAFF092213B69C"", ""Last-Modified"": ""Wed, 25 Jan 2023 19:19:51 GMT"", ""X-Cache"": ""TCP_MISS"", ""x-azure-ref"": ""20260803T105256Z-17f685f4bccrxmvghC1ROMq6z8000000090g00000000caea"", ""x-fd-int-roxy-purgeid"": ""0"", ""x-ms-blob-type"": ""BlockBlob"", ""x-ms-lease-status"": ""unlocked"", ""x-ms-request-id"": ""7d959401-001e-0000-2736-232b6f000000"", ""x-ms-version"": ""2009-09-19""}",application/x-zip-compressed,,68648651,0d8bb621494aeb6dc867538211ae4d8a98230552b96398f43d14a0fdc87148d3,0d8bb621494aeb6d__WDI_excel_2019_04_24.zip.attempt1,SUCCESS,,2026-08-03T10:53:36Z
wdi_archive_WDI_2019_06_28,required_wdi_archive_edition,https://databank.worldbank.org/data/download/archive/WDI_excel_2019_06_28.zip,1,200,https://databankfiles.worldbank.org/public/ddpext_download/archive/WDI_excel_2019_06_28.zip,"[{""from_url"": ""https://databank.worldbank.org/data/download/archive/WDI_excel_2019_06_28.zip"", ""status"": 301, ""to_url"": ""https://databankfiles.worldbank.org/public/ddpext_download/archive/WDI_excel_2019_06_28.zip""}]","{""Accept-Ranges"": ""bytes"", ""Cache-Control"": ""public, max-age=3600"", ""Connection"": ""close"", ""Content-Length"": ""69724643"", ""Content-Type"": ""application/x-zip-compressed"", ""Date"": ""Mon, 03 Aug 2026 10:53:38 GMT"", ""ETag"": ""0x8DAFF092DF7CD39"", ""Last-Modified"": ""Wed, 25 Jan 2023 19:20:11 GMT"", ""X-Cache"": ""TCP_MISS"", ""x-azure-ref"": ""20260803T105337Z-17f685f4bccd4s97hC1ROMxus40000000830000000000hn8"", ""x-fd-int-roxy-purgeid"": ""0"", ""x-ms-blob-type"": ""BlockBlob"", ""x-ms-lease-status"": ""unlocked"", ""x-ms-request-id"": ""f1df1355-c01e-0020-2536-2350c8000000"", ""x-ms-version"": ""2009-09-19""}",application/x-zip-compressed,,69724643,8387106a5aa5de174aeeec58bb925f266cb72345427ef8cd5570d893516d4bca,8387106a5aa5de17__WDI_excel_2019_06_28.zip.attempt1,SUCCESS,,2026-08-03T10:54:02Z
wdi_archive_WDI_2019_09_24,required_wdi_archive_edition,https://databank.worldbank.org/data/download/archive/WDI_excel_2019_09_24.zip,1,200,https://databankfiles.worldbank.org/public/ddpext_download/archive/WDI_excel_2019_09_24.zip,"[{""from_url"": ""https://databank.worldbank.org/data/download/archive/WDI_excel_2019_09_24.zip"", ""status"": 301, ""to_url"": ""https://databankfiles.worldbank.org/public/ddpext_download/archive/WDI_excel_2019_09_24.zip""}]","{""Accept-Ranges"": ""bytes"", ""Cache-Control"": ""public, max-age=3600"", ""Connection"": ""close"", ""Content-Length"": ""69636291"", ""Content-Type"": ""application/x-zip-compressed"", ""Date"": ""Mon, 03 Aug 2026 10:54:04 GMT"", ""ETag"": ""0x8DAFF0930D2970A"", ""Last-Modified"": ""Wed, 25 Jan 2023 19:20:16 GMT"", ""X-Cache"": ""TCP_MISS"", ""x-azure-ref"": ""20260803T105403Z-1589dd45dbcklvrfhC1AMSwevc00000006q000000000fa1m"", ""x-fd-int-roxy-purgeid"": ""0"", ""x-ms-blob-type"": ""BlockBlob"", ""x-ms-lease-status"": ""unlocked"", ""x-ms-request-id"": ""5bfc7420-e01e-0037-2c36-23f9c3000000"", ""x-ms-version"": ""2009-09-19""}",application/x-zip-compressed,,69636291,d771e9fdfe82a6eeac7bcdc0b9840677033b6cbe0e3edf1faa35a7b89ffc4454,d771e9fdfe82a6ee__WDI_excel_2019_09_24.zip.attempt1,SUCCESS,,2026-08-03T10:54:41Z
wdi_archive_WDI_2019_10_28,required_wdi_archive_edition,https://databank.worldbank.org/data/download/archive/WDI_excel_2019_10_28.zip,1,200,https://databankfiles.worldbank.org/public/ddpext_download/archive/WDI_excel_2019_10_28.zip,"[{""from_url"": ""https://databank.worldbank.org/data/download/archive/WDI_excel_2019_10_28.zip"", ""status"": 301, ""to_url"": ""https://databankfiles.worldbank.org/public/ddpext_download/archive/WDI_excel_2019_10_28.zip""}]","{""Accept-Ranges"": ""bytes"", ""Cache-Control"": ""public, max-age=3600"", ""Connection"": ""close"", ""Content-Length"": ""64787514"", ""Content-Type"": ""application/x-zip-compressed"", ""Date"": ""Mon, 03 Aug 2026 10:54:42 GMT"", ""ETag"": ""0x8DAFF0938755B6F"", ""Last-Modified"": ""Wed, 25 Jan 2023 19:20:29 GMT"", ""X-Cache"": ""TCP_MISS"", ""x-azure-ref"": ""20260803T105442Z-17b8c6db9dd8crbthC1FRA7f0n000000077g00000000247e"", ""x-fd-int-roxy-purgeid"": ""0"", ""x-ms-blob-type"": ""BlockBlob"", ""x-ms-lease-status"": ""unlocked"", ""x-ms-request-id"": ""d26dd601-f01e-002b-0c36-23aba3000000"", ""x-ms-version"": ""2009-09-19""}",application/x-zip-compressed,,64787514,61369fffef6abbae3ba24689bed2268f70c127144d227cf590a92b419f291e65,61369fffef6abbae__WDI_excel_2019_10_28.zip.attempt1,SUCCESS,,2026-08-03T10:56:04Z
wdi_archive_WDI_2019_12_20,required_wdi_archive_edition,https://databank.worldbank.org/data/download/archive/WDI_excel_2019_12_20.zip,1,200,https://databankfiles.worldbank.org/public/ddpext_download/archive/WDI_excel_2019_12_20.zip,"[{""from_url"": ""https://databank.worldbank.org/data/download/archive/WDI_excel_2019_12_20.zip"", ""status"": 301, ""to_url"": ""https://databankfiles.worldbank.org/public/ddpext_download/archive/WDI_excel_2019_12_20.zip""}]","{""Accept-Ranges"": ""bytes"", ""Cache-Control"": ""public, max-age=3600"", ""Connection"": ""close"", ""Content-Length"": ""64818326"", ""Content-Type"": ""application/x-zip-compressed"", ""Date"": ""Mon, 03 Aug 2026 10:56:06 GMT"", ""ETag"": ""0x8DAFF093820B7FA"", ""Last-Modified"": ""Wed, 25 Jan 2023 19:20:28 GMT"", ""X-Cache"": ""TCP_MISS"", ""x-azure-ref"": ""20260803T105606Z-r1cb66d7c99gh7s8hC1ROMk5m000000008w000000000zyka"", ""x-fd-int-roxy-purgeid"": ""0"", ""x-ms-blob-type"": ""BlockBlob"", ""x-ms-lease-status"": ""unlocked"", ""x-ms-request-id"": ""9cf5be41-901e-002d-5f36-23981c000000"", ""x-ms-version"": ""2009-09-19""}",application/x-zip-compressed,,64818326,c43c055ebb9b969e01b315416573e537da82cce656bbb87aa16f71c83f284c7e,c43c055ebb9b969e__WDI_excel_2019_12_20.zip.attempt1,SUCCESS,,2026-08-03T10:56:28Z
wdi_archive_WDI_2020_04_09,required_wdi_archive_edition,https://databank.worldbank.org/data/download/archive/WDI_excel_2020_04_09.zip,1,200,https://databankfiles.worldbank.org/public/ddpext_download/archive/WDI_excel_2020_04_09.zip,"[{""from_url"": ""https://databank.worldbank.org/data/download/archive/WDI_excel_2020_04_09.zip"", ""status"": 301, ""to_url"": ""https://databankfiles.worldbank.org/public/ddpext_download/archive/WDI_excel_2020_04_09.zip""}]","{""Accept-Ranges"": ""bytes"", ""Cache-Control"": ""public, max-age=3600"", ""Connection"": ""close"", ""Content-Length"": ""65132872"", ""Content-Type"": ""application/x-zip-compressed"", ""Date"": ""Mon, 03 Aug 2026 10:56:30 GMT"", ""ETag"": ""0x8DAFF0945AD5E8A"", ""Last-Modified"": ""Wed, 25 Jan 2023 19:20:51 GMT"", ""X-Cache"": ""TCP_MISS"", ""x-azure-ref"": ""20260803T105629Z-1766bb6c7bdrkpvshC1AMStm34000000037g000000018sdv"", ""x-fd-int-roxy-purgeid"": ""0"", ""x-ms-blob-type"": ""BlockBlob"", ""x-ms-lease-status"": ""unlocked"", ""x-ms-request-id"": ""8ac920ab-501e-0022-1d36-23ee70000000"", ""x-ms-version"": ""2009-09-19""}",application/x-zip-compressed,,65132872,319224671ad12a0326fbee05d798192fdf9459a96f4f22a5f2567085046e742b,319224671ad12a03__WDI_excel_2020_04_09.zip.attempt1,SUCCESS,,2026-08-03T10:56:53Z
wdi_archive_WDI_2020_07_01,required_wdi_archive_edition,https://databank.worldbank.org/data/download/archive/WDI_excel_2020_07_01.zip,1,200,https://databankfiles.worldbank.org/public/ddpext_download/archive/WDI_excel_2020_07_01.zip,"[{""from_url"": ""https://databank.worldbank.org/data/download/archive/WDI_excel_2020_07_01.zip"", ""status"": 301, ""to_url"": ""https://databankfiles.worldbank.org/public/ddpext_download/archive/WDI_excel_2020_07_01.zip""}]","{""Accept-Ranges"": ""bytes"", ""Cache-Control"": ""public, max-age=3600"", ""Connection"": ""close"", ""Content-Length"": ""66268535"", ""Content-Type"": ""application/x-zip-compressed"", ""Date"": ""Mon, 03 Aug 2026 10:56:55 GMT"", ""ETag"": ""0x8DAFF0946373B19"", ""Last-Modified"": ""Wed, 25 Jan 2023 19:20:52 GMT"", ""X-Cache"": ""TCP_MISS"", ""x-azure-ref"": ""20260803T105655Z-r1cb66d7c99h6lrkhC1ROMwkps00000008mg00000000u5nb"", ""x-fd-int-roxy-purgeid"": ""0"", ""x-ms-blob-type"": ""BlockBlob"", ""x-ms-lease-status"": ""unlocked"", ""x-ms-request-id"": ""f3faa6f3-e01e-0055-1c36-233be4000000"", ""x-ms-version"": ""2009-09-19""}",application/x-zip-compressed,,66268535,99008d3a12c9054b12b161f23d017b3a09971734a601f52844c7d544c86b42c8,99008d3a12c9054b__WDI_excel_2020_07_01.zip.attempt1,SUCCESS,,2026-08-03T10:57:16Z
